,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
387,minab,75,IR,1570731399,74,27.15,57.07,91.4,2.24
388,palmares do sul,51,BR,1570731400,51,-30.26,-50.51,90.0,3.0
389,snezhnogorsk,94,RU,1570731400,97,69.19,33.23,32.14,1.79
390,riyadh,40,SA,1570731400,27,24.63,46.72,87.8,4.7
391,katherine,98,AU,1570731401,34,-14.47,132.26,68.0,3.36
392,la palma,90,CO,1570731401,64,5.36,-74.39,82.18,2.34
393,matagami,40,NG,1570731401,100,9.67,8.4,68.0,11.41
394,itaituba,40,BR,1570731402,52,-4.26,-55.99,93.2,8.05
395,ballarat,100,AU,1570731402,95,-37.56,143.86,44.01,3.0
396,dandong,32,CN,1570731403,90,40.12,124.37,54.64,4.88
397,roma,16,IT,1570731403,72,41.89,12.48,71.6,5.82
398,ust-barguzin,58,RU,1570731404,79,53.41,109.03,24.04,2.21
399,kattivakkam,20,IN,1570731404,79,13.22,80.32,84.99,4.7
400,rivadavia,31,AR,1570731405,11,-31.53,-68.59,92.62,1.17
401,ericeira,0,PT,1570731405,44,38.96,-9.42,78.8,8.05
402,buala,100,SB,1570731406,79,-8.15,159.59,77.86,3.42
403,mae sot,94,MM,1570731406,97,16.71,98.57,68.14,2.53
404,kitami,100,JP,1570731407,73,43.8,143.9,51.58,6.31
405,narnaund,0,IN,1570731407,40,29.22,76.14,78.58,4.97
406,vila franca do campo,20,PT,1570731408,60,37.72,-25.43,71.6,6.93
407,sisimiut,18,GL,1570731408,60,66.94,-53.67,31.96,7.19
408,port-gentil,75,GA,1570731409,100,-0.72,8.78,77.0,12.75
409,namibe,85,AO,1570731409,84,-15.19,12.15,68.68,6.0
410,sefophe,75,BW,1570731410,82,-22.18,27.97,68.0,16.11
411,borogontsy,95,RU,1570731410,94,62.67,131.17,19.36,5.28
412,george town,75,MY,1570731411,88,5.42,100.33,78.8,8.05
413,fayetteville,75,US,1570731411,78,36.06,-94.16,75.99,20.8
414,ormara,0,PK,1570731411,79,25.21,64.64,82.0,9.74
415,progreso,90,UY,1570731412,47,-34.68,-56.22,82.99,12.75
416,rosarito,75,CO,1570731412,77,4.91,-75.23,80.6,8.05
417,albanel,20,CA,1570731413,81,48.88,-72.44,60.01,4.7
418,saint-augustin,75,CA,1570731413,44,45.63,-73.98,64.0,11.41
419,kabo,62,CF,1570731414,90,7.69,18.62,74.26,3.4
420,pavlikeni,71,BG,1570731414,77,43.24,25.31,68.0,2.24
421,vila velha,21,BR,1570731415,62,-3.71,-38.6,84.2,17.22
422,tautira,75,PF,1570731415,65,-17.73,-149.15,78.8,3.36
423,kargat,49,RU,1570731416,69,55.19,80.28,38.08,9.77
424,goderich,57,CA,1570731416,51,43.74,-81.71,68.0,3.0
425,passy,40,FR,1570731416,66,45.92,6.69,66.2,4.7
426,ancud,90,CL,1570731417,100,-41.87,-73.83,53.6,12.75
427,umm lajj,0,SA,1570731417,40,25.02,37.27,84.7,6.85
428,alihe,0,CN,1570731417,41,50.57,123.73,23.86,6.79
429,anloga,20,GH,1570731418,83,5.79,0.9,80.6,12.75
430,kahului,20,US,1570731418,74,20.89,-156.47,82.4,20.96
431,vikarabad,75,IN,1570731418,94,17.34,77.9,72.0,3.36
432,muromtsevo,100,RU,1570731419,56,56.37,75.24,45.28,10.48
433,guadalupe y calvo,0,MX,1570731419,37,26.09,-106.96,71.2,6.34
434,gogapur,0,IN,1570731419,76,23.55,75.52,72.46,2.22
435,santa marta,75,CO,1570731420,79,11.24,-74.21,86.0,5.82
436,moree,29,AU,1570731420,51,-29.46,149.84,60.8,14.99
437,atambua,51,ID,1570731421,59,-9.11,124.89,69.04,2.56
438,port washington,90,US,1570731421,72,43.39,-87.88,71.01,13.87
439,egvekinot,7,RU,1570731422,88,66.32,-179.17,13.06,0.76
440,cadillac,40,US,1570731422,45,44.25,-85.4,71.01,12.75
441,sao jose da coroa grande,63,BR,1570731422,76,-8.9,-35.15,78.4,18.34
442,revda,100,RU,1570731423,98,67.94,34.55,31.06,3.13
443,kristiansund,75,NO,1570731423,66,63.12,7.73,48.2,11.41
444,marsa matruh,0,EG,1570731425,73,31.35,27.25,75.2,3.36
445,quelimane,91,MZ,1570731426,74,-17.88,36.89,80.6,9.17
446,manggar,58,ID,1570731426,79,-2.88,108.27,80.38,7.43
447,ossora,100,RU,1570731429,93,59.24,163.07,40.24,28.95
448,barabinsk,96,RU,1570731431,62,55.35,78.35,40.6,11.42
449,pundaguitan,91,PH,1570731431,75,6.37,126.17,82.18,8.79
450,aracoiaba,18,BR,1570731432,27,-4.37,-38.81,95.68,9.72
451,guaymas,20,MX,1570731432,79,27.92,-110.9,89.01,9.17
452,linjiang,98,CN,1570731433,94,41.81,126.91,47.62,3.11
453,presidencia roque saenz pena,0,AR,1570731433,22,-26.79,-60.44,98.74,10.05
454,saint-joseph,7,FR,1570731433,77,43.56,6.97,69.8,1.12
455,muzhi,99,RU,1570731434,84,65.4,64.7,33.58,8.61
456,mandan,90,US,1570731434,86,46.83,-100.89,30.2,19.46
457,parintins,8,BR,1570731435,32,-2.63,-56.73,98.74,5.44
458,sinop,0,TR,1570731435,72,42.03,35.15,64.18,6.82
459,paamiut,43,GL,1570731436,68,61.99,-49.67,38.44,18.83
460,beneditinos,20,BR,1570731436,22,-5.46,-42.36,102.2,8.05
461,kommunisticheskiy,34,RU,1570731437,83,61.68,64.48,32.32,4.1
462,astoria,1,US,1570731437,61,46.19,-123.83,54.0,16.11
463,hualmay,12,PE,1570731438,56,-11.1,-77.61,68.14,10.0
464,mareeba,40,AU,1570731438,88,-16.99,145.42,69.8,1.59
465,camacha,40,PT,1570731438,64,33.08,-16.33,71.6,10.29
466,eureka,1,US,1570731439,25,40.8,-124.16,62.01,3.36
467,khash,0,IR,1570731439,16,28.22,61.21,70.3,12.46
468,katsuura,75,JP,1570731439,83,33.93,134.5,69.8,8.05
469,gizo,58,IL,1570731440,69,31.8,34.94,78.8,4.7
470,necochea,63,AR,1570731440,44,-38.55,-58.74,68.0,8.99
471,bukan,0,IR,1570731441,52,36.52,46.21,55.0,0.91
472,prince rupert,1,CA,1570731441,93,54.32,-130.32,42.8,3.36
473,narsaq,20,GL,1570731442,52,60.91,-46.05,41.0,3.36
474,zhigansk,2,RU,1570731442,85,66.77,123.37,16.84,18.14
475,beloha,25,MG,1570731442,46,-25.17,45.06,79.3,7.5
476,tsaratanana,3,MG,1570731443,63,-16.8,47.65,70.66,12.0
477,shelburne,1,CA,1570731443,48,44.08,-80.2,66.0,10.29
478,quatre cocos,75,MU,1570731444,57,-20.21,57.76,75.2,14.99
479,faanui,100,PF,1570731444,80,-16.48,-151.75,75.52,17.43
480,half moon bay,40,US,1570731446,24,37.46,-122.43,71.6,4.7
481,tchollire,21,CM,1570731446,84,8.4,14.17,75.16,0.97
482,owando,100,CG,1570731447,84,-0.49,15.91,73.9,1.79
483,snasa,8,NO,1570731448,93,64.25,12.38,35.6,10.29
484,yumen,74,CN,1570731448,27,40.29,97.04,52.3,2.89
485,benguela,75,AO,1570731449,100,-12.58,13.4,73.4,6.93
486,dakar,40,SN,1570731449,74,14.69,-17.45,86.0,10.29
487,bathsheba,40,BB,1570731449,62,13.22,-59.52,87.8,12.75
488,carahue,100,CL,1570731450,59,-38.71,-73.16,66.2,6.93
489,tessalit,54,ML,1570731450,41,20.2,1.01,85.24,20.1
490,dinguiraye,5,GN,1570731451,81,11.29,-10.71,79.48,5.39
491,la seyne-sur-mer,0,FR,1570731451,32,43.1,5.88,71.01,9.17
492,trinidad,40,BO,1570731451,37,-14.83,-64.9,96.8,3.38
493,naze,75,NG,1570731452,83,5.43,7.07,80.6,8.05
494,kampong thum,30,KH,1570731452,80,12.71,104.89,77.32,5.43
495,salvador,20,BR,1570731452,65,-12.98,-38.48,82.4,13.87
496,ngunguru,100,NZ,1570731453,96,-35.62,174.5,59.0,5.01
497,anchorage,90,US,1570731453,93,61.22,-149.89,42.01,4.7
498,pontianak,98,ID,1570731454,97,-0.02,109.34,73.36,0.49
499,swan hill,56,AU,1570731454,91,-35.34,143.56,40.96,6.83
500,taft,84,PH,1570731454,93,11.9,125.42,76.24,6.17
501,pombas,57,BR,1570731455,39,-15.9,-54.74,89.56,3.82
502,aswan,63,EG,1570731455,19,24.09,32.9,100.4,10.29
503,mount gambier,40,AU,1570731456,100,-37.83,140.78,39.2,3.34
504,diamantino,76,BR,1570731456,36,-14.4,-56.44,93.34,10.03
505,pacifica,40,US,1570731457,24,37.61,-122.49,73.4,4.7
506,yulara,0,AU,1570731457,16,-25.24,130.99,62.6,4.7
507,ahipara,100,NZ,1570731457,100,-35.17,173.16,59.0,9.79
508,qandala,6,SO,1570731458,76,11.47,49.87,80.56,3.76
509,locri,20,IT,1570731458,69,38.24,16.26,75.2,1.12
510,port hawkesbury,1,CA,1570731459,62,45.62,-61.36,60.01,9.17
511,butembo,43,CD,1570731459,74,0.12,29.29,62.56,3.29
512,cherskiy,83,RU,1570731460,76,68.75,161.3,14.32,6.99
513,belmonte,0,PT,1570731460,54,40.36,-7.35,68.0,1.93
514,broome,81,GB,1570731461,71,52.47,1.45,59.0,8.05
515,puerto maldonado,0,PE,1570731465,18,-12.59,-69.19,104.5,3.44
516,stillwater,90,US,1570731466,59,36.12,-97.06,66.2,8.05
517,siva,20,GR,1570731466,83,35.21,25.04,73.99,2.24
518,sitka,0,US,1570731466,71,37.17,-99.65,42.01,27.0
519,toora-khem,0,RU,1570731467,60,52.47,96.11,23.68,1.83
520,uglegorsk,91,RU,1570731468,90,49.08,142.06,53.74,13.62
521,kavaratti,44,IN,1570731468,70,10.57,72.64,83.8,4.31
522,yelizovo,20,RU,1570731468,81,53.19,158.38,42.8,4.47
523,roald,75,NO,1570731469,81,62.58,6.12,51.01,10.29
524,gweta,100,BW,1570731470,26,-20.21,25.26,84.88,14.25
525,berezanka,48,UA,1570731470,60,46.86,31.39,60.58,7.49
526,tomatlan,100,MX,1570731470,58,19.93,-105.25,88.12,3.2
527,monywa,92,MM,1570731471,90,22.12,95.13,75.34,3.98
528,burriana,2,ES,1570731471,73,39.89,-0.08,72.0,3.36
529,isangel,54,VU,1570731471,74,-19.55,169.27,69.76,4.44
530,tateyama,10,JP,1570731472,84,36.66,137.31,63.0,2.5
531,saint-francois,24,FR,1570731472,82,46.42,3.91,59.0,3.36
532,nara,37,JP,1570731473,83,34.68,135.8,73.4,12.75
533,ust-kut,89,RU,1570731474,78,56.78,105.75,18.64,2.32
534,aquidauana,35,BR,1570731474,28,-20.47,-55.78,98.38,7.67
535,osoyoos,1,CA,1570731475,38,49.03,-119.47,42.8,6.93
536,horsham,99,AU,1570731475,93,-36.71,142.2,42.04,4.83
537,rawson,100,AR,1570731475,49,-43.3,-65.11,60.94,19.5
538,nome,40,US,1570731476,49,30.04,-94.42,90.0,11.41
539,labuhan,34,ID,1570731476,84,-2.54,115.51,75.16,1.87
540,ambrolauri,0,GE,1570731476,56,42.52,43.15,69.8,14.99
541,pisco,40,PE,1570731477,30,-13.71,-76.2,71.6,11.41
542,derzhavinsk,100,KZ,1570731477,82,51.1,66.31,51.04,9.98
543,elizabeth city,90,US,1570731478,68,36.3,-76.22,69.01,19.46
544,shingu,100,JP,1570731478,87,33.72,135.99,75.34,24.49
545,kidal,50,ML,1570731479,32,18.44,1.41,90.82,13.44
546,luau,54,CD,1570731479,79,-10.7,22.23,71.2,5.18
547,jieshou,73,CN,1570731480,68,33.26,115.35,65.08,5.18
548,jinji,0,CN,1570731480,91,22.16,112.49,72.64,1.93
549,uarini,20,BR,1570731480,78,-2.98,-65.16,82.4,5.82
550,muyezerskiy,100,RU,1570731481,93,63.93,31.65,30.88,6.11
551,wanning,75,AT,1570731481,93,48.64,13.53,51.01,9.17
552,itarema,18,BR,1570731482,43,-2.92,-39.92,89.38,17.77
553,old shinyanga,32,TZ,1570731482,41,-3.56,33.41,80.56,17.78
554,aklavik,20,CA,1570731483,92,68.22,-135.01,28.4,2.24
555,ouadda,67,CF,1570731483,89,8.07,22.4,70.48,1.51
556,puerto baquerizo moreno,40,EC,1570731484,64,-0.9,-89.6,73.4,16.11
557,dawei,100,MM,1570731484,77,14.07,98.19,82.54,6.63
558,nagari,20,IN,1570731484,83,13.32,79.59,82.4,10.29
559,bayji,0,IQ,1570731485,18,34.93,43.49,81.64,5.76
560,rio grande,0,BR,1570731485,26,-32.03,-52.1,91.4,6.93
561,ananindeua,75,BR,1570731486,70,-1.37,-48.4,86.0,8.05
562,port elizabeth,1,US,1570731486,38,39.31,-74.98,75.0,17.22
563,gasa,86,BT,1570731487,91,27.91,89.73,31.24,3.68
564,nargana,55,PA,1570731487,71,9.44,-78.59,82.54,5.15
565,townsville,75,AU,1570731487,83,-19.26,146.82,73.4,5.82
566,sechura,47,PE,1570731488,94,-5.56,-80.82,60.04,14.33
567,amazar,100,RU,1570731488,69,53.86,120.88,20.08,4.76
568,la ronge,20,CA,1570731488,55,55.1,-105.3,37.4,8.05
569,qasigiannguit,20,GL,1570731489,46,68.82,-51.19,30.2,17.22
570,mantua,84,IT,1570731489,87,45.16,10.79,63.0,3.36
571,ust-ilimsk,27,RU,1570731489,78,57.96,102.73,19.18,2.26
572,carutapera,95,BR,1570731490,76,-1.2,-46.02,81.28,23.51
573,xihe,100,CN,1570731491,62,34.02,105.29,48.7,1.79
574,abu dhabi,0,AE,1570731491,55,24.47,54.37,89.6,3.36
575,teseney,10,ER,1570731492,34,15.11,36.66,91.18,3.7
576,baiao,95,BR,1570731492,42,-2.79,-49.67,92.8,3.81
577,roebourne,0,AU,1570731493,44,-20.77,117.15,74.44,10.76
578,charters towers,1,AU,1570731493,95,-20.07,146.27,63.64,4.34
579,zaria,29,NG,1570731493,81,11.11,7.72,74.08,3.16
580,ketchikan,90,US,1570731494,81,55.34,-131.65,48.2,8.05
581,mnichovice,20,CZ,1570731494,87,49.94,14.71,52.0,10.29
582,klamath falls,1,US,1570731495,30,42.22,-121.78,45.0,5.82
583,abyek,0,IR,1570731496,29,36.04,50.53,66.2,6.93
584,salinas,1,US,1570731496,33,36.67,-121.66,71.6,5.82
585,abu kamal,0,SY,1570731497,19,34.45,40.92,83.8,5.82
586,lewistown,90,US,1570731497,100,40.39,-90.15,66.0,10.29
587,chaihe,25,CN,1570731497,89,44.77,129.68,40.96,3.96
588,valparaiso,1,US,1570731498,56,41.47,-87.06,73.4,9.17
589,paso de carrasco,75,UY,1570731498,39,-34.86,-56.05,82.99,11.41
590,vardo,1,US,1570731498,46,39.62,-77.74,72.0,5.82
591,opuwo,75,NA,1570731499,27,-18.06,13.84,73.54,15.23
592,brae,100,GB,1570731499,70,60.4,-1.35,50.0,18.34
593,okha,83,RU,1570731500,87,53.59,142.95,44.92,12.74
594,miramar,40,CR,1570731500,73,10.09,-84.73,79.0,10.29
595,bogorodskoye,67,RU,1570731501,90,52.37,140.44,35.92,3.81
596,khandagayty,2,MN,1570731501,69,50.73,92.07,40.24,4.95
597,yaan,48,NG,1570731501,85,7.38,8.57,77.5,1.63
598,manutuke,100,NZ,1570731502,68,-38.68,177.91,61.0,7.0
599,sao joao da barra,75,BR,1570731502,65,-21.64,-41.05,82.4,16.11
600,innisfail,81,AU,1570731503,79,-17.52,146.03,71.02,0.73
601,fort saint james,18,CA,1570731503,40,54.43,-124.25,37.18,0.79
602,oktyabrskiy,90,RU,1570731503,87,55.61,37.97,50.0,11.18
603,santa isabel do rio negro,25,BR,1570731504,44,-0.41,-65.02,92.8,1.72
604,bali,93,CN,1570731504,89,32.29,119.4,72.0,1.77
605,mount isa,0,AU,1570731505,15,-20.73,139.49,66.2,9.17
606,jumla,1,NP,1570731505,90,29.28,82.18,42.04,3.77
607,balakovo,90,RU,1570731506,66,52.02,47.82,51.58,10.22
608,edenderry,75,IE,1570731506,87,53.34,-7.05,55.99,11.41
609,saint anthony,1,US,1570731507,42,43.97,-111.68,30.0,4.18
610,ust-tsilma,100,RU,1570731507,90,65.44,52.15,32.86,7.68
611,chimbote,84,PE,1570731507,61,-9.08,-78.59,68.86,11.5
612,kempsey,87,AU,1570731508,91,-31.08,152.84,52.0,3.2
613,lufilufi,40,WS,1570731509,88,-13.87,-171.6,77.0,5.82
614,beringovskiy,99,RU,1570731509,66,63.05,179.32,31.96,1.34
615,maloy,100,ID,1570731509,96,1.0,118.1,73.18,1.07
616,coihaique,40,CL,1570731510,47,-45.58,-72.07,57.2,9.17
617,sao jose do belmonte,3,BR,1570731510,22,-7.86,-38.76,95.68,16.62
618,neka,75,IR,1570731511,83,36.65,53.3,69.8,4.7
619,port macquarie,91,AU,1570731511,93,-31.43,152.91,52.0,7.38
620,emba,20,CY,1570731512,83,34.81,32.42,77.0,5.82
621,zihuatanejo,75,MX,1570731513,62,17.64,-101.55,87.8,5.82
622,crixas,69,BR,1570731513,40,-14.55,-49.97,92.08,4.44
623,kathmandu,20,NP,1570731513,88,27.71,85.32,62.6,2.24
624,jabinyanah,20,TN,1570731514,65,35.03,10.91,77.0,8.05
625,leshukonskoye,100,RU,1570731514,97,64.9,45.76,33.4,8.11
626,san pedro,40,AR,1570731514,54,-33.68,-59.66,86.0,4.0
627,kikwit,100,CD,1570731515,89,-5.04,18.82,73.72,1.0
628,tucurui,100,BR,1570731515,51,-3.77,-49.67,88.84,0.32
629,cabedelo,75,BR,1570731516,69,-6.97,-34.84,82.4,18.34
630,anadyr,20,RU,1570731516,92,64.73,177.51,21.0,6.71
631,nelson bay,75,AU,1570731516,93,-32.72,152.14,55.0,4.7
632,abalak,100,NE,1570731517,45,15.46,6.28,82.0,1.21
633,paita,70,PE,1570731517,290,-5.09,-81.11,62.6,13.87
634,nuevo imperial,67,PE,1570731518,77,-13.08,-76.32,61.12,7.49
635,ludvika,100,SE,1570731518,100,60.15,15.18,46.99,3.36
636,laguna,20,BZ,1570731518,70,16.17,-88.94,87.8,9.17
637,evensk,100,RU,1570731519,69,61.92,159.24,29.08,8.71
638,znamenskoye,100,RU,1570731519,57,57.13,73.82,47.26,10.54
639,tornio,90,FI,1570731520,100,61.12,27.27,43.0,4.7
640,poso,44,ID,1570731520,78,-1.4,120.75,66.88,3.64
641,natal,40,BR,1570731520,62,-5.81,-35.21,86.0,16.11
642,robat karim,0,IR,1570731521,20,35.49,51.08,69.8,6.41
643,mandalgovi,86,MN,1570731521,52,45.76,106.27,34.12,9.62
644,san andres,17,PH,1570731521,95,13.32,122.68,73.72,3.76
645,ocos,75,GT,1570731522,70,14.51,-92.19,87.8,6.93
646,ambanja,74,MG,1570731522,82,-13.68,48.45,79.48,2.68
647,koutiala,25,ML,1570731523,35,12.39,-5.46,88.84,3.36
648,shelabolikha,37,RU,1570731523,84,53.41,82.62,41.14,6.92
649,sola,93,TZ,1570731524,50,-3.17,33.8,75.7,13.5
650,panguna,52,PG,1570731524,96,-6.32,155.48,68.86,2.42
651,griffith,17,AU,1570731524,76,-34.29,146.06,48.2,3.36
652,chute-aux-outardes,1,CA,1570731525,58,49.12,-68.38,55.99,4.7
653,shahr-e babak,0,IR,1570731525,13,30.12,55.12,63.28,12.52
654,emerald,90,AU,1570731526,82,-23.53,148.16,68.0,9.17
655,padampur,0,IN,1570731526,24,29.71,73.62,82.54,6.2
656,tongliao,0,CN,1570731527,31,43.61,122.27,38.62,7.77
657,dovers,40,VC,1570731527,70,12.88,-61.18,86.0,12.01
658,port arthur,20,US,1570731528,55,29.9,-93.93,89.6,12.75
659,hirado,20,JP,1570731528,77,33.32,129.49,69.8,8.05
660,mehamn,75,NO,1570731528,86,71.03,27.85,39.2,10.29
661,parkes,54,AU,1570731529,64,-33.14,148.18,55.0,6.73
662,boca do acre,42,BR,1570731529,41,-8.76,-67.39,92.98,3.86
663,viedma,65,AR,1570731529,24,-40.81,-62.99,77.86,19.98
664,bonthe,29,SL,1570731530,76,7.53,-12.5,81.46,11.03
665,flin flon,75,CA,1570731530,51,54.77,-101.88,35.6,3.36
666,nanakuli,40,US,1570731530,94,21.39,-158.15,84.2,5.05
667,mopipi,100,BW,1570731531,16,-21.2,24.86,85.96,10.84
668,verkhoyansk,100,RU,1570731531,76,67.55,133.39,9.82,2.39
669,charleville-mezieres,61,FR,1570731531,87,49.77,4.72,53.6,10.29
670,smithers,75,CA,1570731532,92,54.78,-127.17,28.4,5.82
671,methoni,75,GR,1570731532,88,36.82,21.7,72.0,4.7
672,ixtapa,40,MX,1570731533,70,20.71,-105.21,90.0,9.17
673,chuhar kana,0,PK,1570731533,57,31.75,73.8,78.8,3.64
674,nanortalik,0,GL,1570731534,71,60.14,-45.24,39.34,9.19
675,poum,75,MK,1570731534,68,41.28,20.71,66.2,9.17
676,omsukchan,100,RU,1570731534,95,62.53,155.8,19.36,1.3
677,apacilagua,75,HN,1570731535,54,13.48,-87.08,78.8,3.89
678,manokwari,72,ID,1570731535,66,-0.87,134.08,72.64,5.0
679,zvishavane,100,ZW,1570731536,93,-20.32,30.05,63.82,19.54
680,kota belud,75,MY,1570731536,88,6.35,116.43,75.2,5.82
681,vestmanna,98,FO,1570731537,87,62.16,-7.17,46.4,11.41
682,mogadishu,33,SO,1570731537,86,2.04,45.34,80.02,12.95
683,nemuro,100,JP,1570731537,83,43.32,145.57,60.22,14.04
684,manaure,40,CO,1570731538,79,11.78,-72.45,86.0,12.75
685,granadilla de abona,75,ES,1570731539,69,28.12,-16.58,75.99,12.75
686,moissala,35,TD,1570731539,86,8.34,17.77,75.52,1.51
687,santa cruz de la palma,75,ES,1570731539,78,28.68,-17.76,73.4,4.7
688,victor harbor,15,AU,1570731540,81,-35.55,138.62,53.01,5.82
689,trat,54,TH,1570731540,89,12.25,102.51,82.99,1.1
690,coolidge,1,US,1570731541,19,32.98,-111.52,82.99,5.82
691,khandyga,100,RU,1570731541,95,62.65,135.58,25.66,5.99
692,ponta delgada,20,PT,1570731541,60,37.73,-25.67,71.6,6.93
693,montepuez,79,MZ,1570731542,64,-13.13,39.0,76.24,6.67
694,kologriv,100,RU,1570731542,96,58.83,44.31,35.74,5.27
695,yeppoon,75,AU,1570731543,73,-23.13,150.74,69.8,5.82
696,bougouni,43,ML,1570731543,58,11.42,-7.49,83.08,3.7
697,anshun,34,CN,1570731543,98,26.25,105.93,62.56,1.09
698,lovozero,100,RU,1570731544,98,68.01,35.02,29.62,2.04
699,vrangel,59,RU,1570731545,91,42.73,133.08,56.8,2.5
700,tres arroyos,70,AR,1570731545,32,-38.38,-60.28,77.5,12.64
701,tuyen quang,28,VN,1570731546,91,21.82,105.22,73.72,0.38
702,praia,75,BR,1570731546,47,-20.25,-43.81,82.4,12.75
703,kalemie,0,CD,1570731546,59,-5.95,29.2,72.64,1.43
704,srednekolymsk,100,RU,1570731547,86,67.46,153.71,15.58,7.44
705,conde,62,BR,1570731547,75,-11.81,-37.61,78.04,15.14
706,kolokani,25,ML,1570731547,23,13.58,-8.03,87.94,6.16
707,lerwick,20,GB,1570731548,66,60.15,-1.15,50.0,19.46
708,otradnoye,90,RU,1570731548,93,59.77,30.8,45.0,4.47
709,fairbanks,90,US,1570731549,93,64.84,-147.72,37.4,2.4
710,sangar,66,RU,1570731549,74,63.92,127.47,19.36,0.38
711,batagay-alyta,100,RU,1570731550,79,67.8,130.41,8.38,4.0
712,okhotsk,100,RU,1570731550,98,59.36,143.24,35.38,11.54
713,suatu,90,RO,1570731551,71,46.77,23.97,57.2,3.36
714,ayorou,42,NE,1570731551,41,14.73,0.92,90.82,16.32
715,corrales,87,CO,1570731551,90,5.83,-72.84,54.46,2.14
716,banda aceh,69,ID,1570731552,93,5.56,95.32,72.82,2.65
717,balaipungut,0,ID,1570731552,94,1.11,101.31,74.08,1.67
718,juquia,93,BR,1570731552,62,-24.32,-47.63,79.3,5.4
719,mazagao,20,BR,1570731553,49,-0.12,-51.29,93.2,12.75
720,yatou,75,CM,1570731554,88,3.63,9.81,80.6,2.24
721,quang ngai,6,VN,1570731554,85,15.12,108.8,77.68,8.35
722,askino,89,RU,1570731554,89,56.09,56.58,37.54,6.94
723,high prairie,6,CA,1570731555,40,55.43,-116.48,36.64,8.36
724,tecoanapa,75,MX,1570731555,66,16.99,-99.26,87.8,3.36
725,utete,100,TZ,1570731556,95,-7.99,38.76,74.62,4.95
726,bilma,74,NE,1570731556,17,18.69,12.92,95.32,6.62
727,puruliya,0,IN,1570731556,85,23.33,86.37,74.44,3.72
728,masuguru,96,MZ,1570731557,47,-11.38,38.46,83.62,6.93
729,ures,0,MX,1570731557,41,30.73,-112.95,89.01,1.01
730,sorong,89,ID,1570731557,99,-0.86,131.25,72.1,1.55
731,gari,3,RU,1570731558,82,59.43,62.35,32.14,4.29
732,parker,90,US,1570731558,87,43.4,-97.14,42.8,20.8
733,lesnyye polyany,90,RU,1570731559,100,55.97,37.87,50.0,8.95
734,baykit,0,RU,1570731559,65,61.68,96.39,21.16,1.18
735,zhicheng,96,CN,1570731559,67,35.04,112.59,64.0,2.4
736,del rio,20,US,1570731560,55,29.36,-100.9,87.8,11.41
737,betera,16,ES,1570731560,73,39.58,-0.45,72.0,3.36
738,bajil,0,ES,1570731561,85,38.23,-2.07,62.01,5.01
739,oranjestad,40,AW,1570731561,70,12.52,-70.03,87.8,16.11
740,ngorongoro,38,TZ,1570731562,69,-3.24,35.49,67.6,5.16
741,killorglin,75,IE,1570731562,82,52.1,-9.78,57.2,17.22
742,carnot,70,CF,1570731563,93,4.94,15.87,70.3,4.61
743,sovetskiy,100,RU,1570731563,94,56.76,48.47,42.04,8.79
744,lebanon,1,US,1570731564,49,40.34,-76.42,73.0,3.36
745,pathein,42,MM,1570731564,83,16.78,94.73,78.94,3.42
746,setermoen,40,NO,1570731564,100,68.86,18.35,28.99,5.82
747,tual,100,ID,1570731565,85,-5.67,132.75,78.04,6.35
748,gorontalo,60,ID,1570731566,86,0.54,123.06,73.36,2.64
749,nicoya,40,CR,1570731566,59,10.15,-85.45,89.6,5.82
750,sidi ali,0,DZ,1570731566,58,36.1,0.42,75.88,5.28
751,ornskoldsvik,90,SE,1570731567,100,63.29,18.72,44.6,6.93
752,billings,75,US,1570731567,68,45.79,-108.5,26.01,4.97
753,padang,65,ID,1570731567,96,-0.92,100.36,66.52,1.73
754,vao,97,EE,1570731568,95,59.1,26.19,42.94,2.51
755,aldergrove,1,CA,1570731569,61,49.06,-122.49,48.99,3.36
756,dukat,100,AL,1570731569,94,40.25,19.57,66.99,1.01
757,tame,94,CO,1570731569,65,6.46,-71.72,85.24,3.52
758,ribeira brava,40,PT,1570731570,60,32.65,-17.07,71.6,14.99
759,dudinka,90,RU,1570731570,58,69.41,86.18,25.66,21.21
760,adre,20,TD,1570731570,43,13.47,22.2,82.72,5.36
761,alta floresta,34,BR,1570731571,44,-9.87,-56.08,90.64,2.3
762,santa helena,76,BR,1570731571,54,-2.23,-45.3,87.4,5.75
763,oktyabrskoye,15,RU,1570731571,50,56.73,85.44,35.01,3.0
764,marrakesh,75,MA,1570731572,39,31.63,-7.99,84.2,5.82
765,dwarka,0,IN,1570731572,61,28.58,77.04,84.99,5.44
766,soldotna,90,US,1570731572,93,60.48,-151.07,42.8,2.81
767,kutum,21,SD,1570731573,31,14.2,24.66,82.9,11.41
768,arys,99,KZ,1570731573,26,42.43,68.8,64.9,6.84
769,sioux lookout,90,CA,1570731573,93,50.1,-91.92,48.2,6.93
770,kamenka,97,MD,1570731574,81,48.03,28.7,52.0,1.42
771,talnakh,73,RU,1570731574,63,69.49,88.39,15.4,12.3
772,mundo nuevo,100,CL,1570731575,82,-32.72,-71.41,71.6,14.99
773,pandan,54,PH,1570731575,74,11.72,122.09,80.74,6.71
774,pala,0,TD,1570731575,73,9.37,14.91,78.22,3.18
775,bakel,0,SN,1570731576,19,14.9,-12.46,98.38,7.72
